Code,Name,Comune,Provincia,Regione,Row,Col,Lat (WGS84),Lon (WGS84),X (WGS84 UTM32N),Y (WGS84 UTM32N),Height
02115,SAVIGNANO,MONTEGRIMANO,PESARO E URBINO,MARCHE,5,52,"43,86750","12,412125",774179,4862818,"581,3"
02116,,MACERATA FELTRIA,PESARO E URBINO,MARCHE,4,52,"43,82250","12,412125",774385,4857820,"526,4"
02130,,PORTO TOLLE,ROVIGO,VENETO,30,53,"44,99250","12,475175",773933,4987995,"-3,4"
02131,,PORTO TOLLE,ROVIGO,VENETO,29,53,"44,94750","12,475175",774147,4982996,"-3,2"
02132,,PORTO TOLLE,ROVIGO,VENETO,28,53,"44,90250","12,475175",774362,4977997,"-2,9"
02133,,PORTO TOLLE,ROVIGO,VENETO,27,53,"44,85750","12,475175",774576,4972998,"-1,5"
02148,SAVIGNANO A MARE,SAN MAURO PASCOLI,FORLI-CESENA,EMILIA-ROMAGNA,12,53,"44,18250","12,475175",777769,4898018,"1,7"
02149,IGEA MARINA,BELLARIA-IGEA MARINA,RIMINI,EMILIA-ROMAGNA,11,53,"44,13750","12,475175",777980,4893019,"4,2"
02150,CASTELLABATE,RIMINI,RIMINI,EMILIA-ROMAGNA,10,53,"44,09250","12,475175",778191,4888021,"16,6"
02151,SANTARCANGELO DI ROMAGNA,RIMINI,RIMINI,EMILIA-ROMAGNA,9,53,"44,04750","12,475175",778403,4883023,"37,1"
02152,S.PAOLO,RIMINI,RIMINI,EMILIA-ROMAGNA,8,53,"44,00250","12,475175",778613,4878024,"107,9"
02153,SAN MARINO NORD,RSM,RSM,RSM,7,53,"43,95750","12,475175",778824,4873026,"224,8"
02154,SAN MARINO EST,RSM,RSM,RSM,6,53,"43,91250","12,475175",779035,4868027,"381,4"
02155,,MONTEGRIMANO,PESARO E URBINO,MARCHE,5,53,"43,86750","12,475175",779245,4863029,"470,9"
02156,,MACERATA FELTRIA,PESARO E URBINO,MARCHE,4,53,"43,82250","12,475175",779456,4858031,"342,3"
02189,,,,,11,54,"44,13750","12,538225",783024,4893235,"0,0"
02190,VISERBA,RIMINI,RIMINI,EMILIA-ROMAGNA,10,54,"44,09250","12,538225",783239,4888236,"6,3"
02191,RIMINI OVEST,RIMINI,RIMINI,EMILIA-ROMAGNA,9,54,"44,04750","12,538225",783454,4883238,"22,3"
02192,CERASOLO,RIMINI,RIMINI,EMILIA-ROMAGNA,8,54,"44,00250","12,538225",783669,4878239,"56,6"
02193,MULAZZANO,CORIANO,RIMINI,EMILIA-ROMAGNA,7,54,"43,95750","12,538225",783883,4873241,"128,3"
02194,MONTE COLOMBO,MONTESCUDO,RIMINI,EMILIA-ROMAGNA,6,54,"43,91250","12,538225",784098,4868243,"255,0"
02195,ONFERNO,GEMMANO,RIMINI,EMILIA-ROMAGNA,5,54,"43,86750","12,538225",784312,4863244,"334,7"
02196,,SASSOCORVARO,PESARO E URBINO,MARCHE,4,54,"43,82250","12,538225",784526,4858246,"301,2"
02230,RIMINI NORD,RIMINI,RIMINI,EMILIA-ROMAGNA,10,55,"44,09250","12,601275",788286,4888455,"1,9"
02231,RIMINI SUD,RIMINI,RIMINI,EMILIA-ROMAGNA,9,55,"44,04750","12,601275",788505,4883457,"5,3"
02232,S.LORENZO IN CORREGGIANO,RIMINI,RIMINI,EMILIA-ROMAGNA,8,55,"44,00250","12,601275",788724,4878458,"23,9"
02233,CORIANO,CORIANO,RIMINI,EMILIA-ROMAGNA,7,55,"43,95750","12,601275",788942,4873460,"70,7"
02234,GEMMANO,GEMMANO,RIMINI,EMILIA-ROMAGNA,6,55,"43,91250","12,601275",789160,4868462,"175,7"
02235,MONTEFIORE CONCA,MONTEFIORE CONCA,RIMINI,EMILIA-ROMAGNA,5,55,"43,86750","12,601275",789379,4863463,"243,3"
02236,CASININA,URBINO,PESARO E URBINO,MARCHE,4,55,"43,82250","12,601275",789596,4858465,"226,9"
02271,,,,,9,56,"44,04750","12,664325",793556,4883680,"0,0"
02272,RICCIONE,RICCIONE,RIMINI,EMILIA-ROMAGNA,8,56,"44,00250","12,664325",793779,4878681,"14,7"
02273,MISANO MONTE,MISANO ADRIATICO,RIMINI,EMILIA-ROMAGNA,7,56,"43,95750","12,664325",794001,4873683,"54,4"
02274,MORCIANO DI ROMAGNA,MORCIANO DI ROMAGNA,RIMINI,EMILIA-ROMAGNA,6,56,"43,91250","12,664325",794223,4868685,"93,7"
02275,SALUDECIO,SALUDECIO,RIMINI,EMILIA-ROMAGNA,5,56,"43,86750","12,664325",794445,4863686,"227,1"
02276,MONTECALVO IN FOGLIA,MONTECALVO IN FOGLIA,PESARO E URBINO,MARCHE,4,56,"43,82250","12,664325",794667,4858688,"154,4"
02312,MISANO ADRIATICO,MISANO ADRIATICO,RIMINI,EMILIA-ROMAGNA,8,57,"44,00250","12,727375",798834,4878908,"2,4"
02313,CATTOLICA,CATTOLICA,RIMINI,EMILIA-ROMAGNA,7,57,"43,95750","12,727375",799060,4873910,"18,5"
02314,S.MARIA PIETRAFITTA,SALUDECIO,RIMINI,EMILIA-ROMAGNA,6,57,"43,91250","12,727375",799286,4868911,"70,7"
02315,MONTEGRIDOLFO,MONTEGRIDOLFO,RIMINI,EMILIA-ROMAGNA,5,57,"43,86750","12,727375",799512,4863913,"93,6"
